75.0,79.2,81.83,68.6,84.83,85.0,4.0,DM,87
53.5,48.0,16.83,17.4,28.67,57.4,83.6,GK,87
83.5,68.8,82.5,40.6,74.0,81.4,10.8,ST,87
81.5,78.6,85.33,44.0,60.67,78.2,9.4,ST,87
89.0,90.8,80.5,35.2,79.5,63.4,7.8,RF,87
63.0,70.4,63.33,86.8,70.0,81.2,8.8,CB,87
68.5,80.6,80.17,71.2,81.17,72.4,9.2,CM,87
62.5,77.2,83.0,69.8,86.5,67.4,10.2,CM,87
54.5,63.0,60.17,86.4,63.5,76.0,11.6,CB,87
79.0,88.6,72.83,45.6,80.83,63.8,10.8,RW,86
63.5,50.8,21.5,18.0,39.33,54.4,85.0,GK,86
94.0,87.2,78.17,43.8,73.83,75.8,11.2,LM,86
75.5,67.6,57.5,85.8,66.0,82.4,11.6,CB,86
93.5,89.6,74.33,45.4,73.33,60.4,12.6,RW,86
84.0,64.0,45.67,85.4,57.17,79.0,10.0,CB,86
65.5,88.8,62.17,76.0,79.17,75.0,12.8,CM,86
84.5,80.4,67.5,81.4,73.83,82.8,8.0,LB,86
95.0,90.2,77.0,43.0,80.33,68.2,10.8,LM,86
73.5,88.0,77.83,65.4,82.83,70.2,9.2,CM,86
85.5,85.4,88.0,45.4,83.17,68.6,12.2,LM,86
76.0,75.8,58.83,85.8,73.67,78.8,8.6,RB,86
61.0,68.0,58.83,86.4,66.17,81.4,2.6,CB,86
63.5,66.4,57.0,87.2,71.17,79.6,13.2,CB,86
66.0,83.0,73.5,71.4,86.67,72.2,8.4,CDM,86
70.5,81.4,74.67,27.4,84.33,60.8,10.0,CAM,86
67.5,79.0,72.5,80.2,75.17,79.4,9.6,CDM,86
68.5,86.2,72.0,60.0,82.5,61.4,9.0,LF,86
69.0,75.6,75.33,77.6,78.67,82.6,9.4,CM,85
83.5,81.6,79.83,43.2,81.67,64.6,10.0,RW,85
79.0,88.0,81.17,34.0,80.33,78.6,12.2,CAM,85
49.5,43.6,17.33,16.0,34.83,50.8,84.2,GK,85
73.0,83.4,65.83,77.6,79.33,77.0,12.0,CM,85
73.5,79.0,74.67,78.6,75.17,78.8,10.2,CM,85
85.5,87.8,77.5,36.2,80.33,65.0,10.8,RW,85
69.5,81.0,72.67,65.4,85.5,75.8,10.8,LM,85
82.5,84.6,82.83,43.2,70.67,76.6,7.4,ST,85
59.0,65.2,55.33,84.2,56.83,82.0,9.6,CB,85
47.0,75.6,79.17,67.8,87.67,67.4,9.6,CM,85
73.0,77.0,79.0,79.0,74.0,84.8,11.4,DM,85
49.0,44.2,14.5,15.2,26.33,57.2,81.8,GK,85
82.5,86.6,81.5,47.2,78.0,81.0,12.0,RW,85
81.0,88.4,75.33,39.2,78.5,68.4,11.0,LM,85
69.5,64.8,52.5,84.8,64.33,79.8,9.0,CB,85
57.5,78.2,80.83,84.2,77.0,84.2,3.2,CAM,85
65.5,67.2,81.17,47.2,67.5,71.2,12.6,ST,85
75.0,71.2,81.17,50.6,62.83,81.6,11.0,LS,85
75.5,82.0,78.17,80.8,75.83,83.6,11.0,CAM,85
62.5,59.0,67.33,87.2,63.0,69.0,12.0,CB,85
78.0,80.6,68.67,81.8,71.33,84.4,9.6,LM,85
67.5,67.8,49.5,86.0,52.67,78.0,10.6,CB,85
76.0,78.8,81.17,35.2,76.17,74.4,8.2,ST,85
75.5,76.4,63.67,80.8,77.0,80.6,9.8,LB,85
55.5,63.6,54.17,84.4,62.0,78.6,7.6,CB,85
67.5,63.0,47.5,83.6,52.67,79.0,9.4,CB,85
69.5,55.6,41.5,85.4,46.67,81.2,10.4,CB,84
84.5,78.0,71.83,78.8,83.0,79.8,11.6,LB,84
64.0,63.0,49.67,85.6,66.5,75.2,9.0,CB,84
77.5,81.4,82.0,62.0,83.83,75.2,12.6,CM,84
68.0,50.0,41.33,83.6,43.17,70.2,11.6,CB,84
88.5,84.0,81.0,44.8,70.67,72.2,10.2,LW,84
74.5,78.2,80.0,70.8,77.0,79.6,8.2,CM,84
70.5,75.4,69.5,82.4,73.17,83.0,9.4,CDM,84
74.5,70.6,38.17,84.6,60.5,78.8,9.4,DM,84
51.0,67.2,56.67,78.8,75.0,81.4,9.0,CDM,84
81.5,80.2,46.83,80.8,68.5,78.4,13.0,RB,84
87.0,82.0,79.83,34.6,81.33,77.6,10.0,ST,84
87.5,83.0,82.33,43.8,75.33,70.6,10.6,LM,84
63.5,49.8,15.67,16.4,26.5,59.8,82.0,GK,84
68.0,66.8,41.67,85.0,51.83,76.4,10.4,CB,84
56.5,44.2,17.17,16.4,24.5,49.4,81.2,GK,84
91.0,85.6,74.0,65.4,75.33,74.4,7.6,RAM,84
81.5,83.4,83.33,39.0,75.67,70.2,12.4,ST,84
49.0,42.8,14.33,19.0,27.5,55.6,81.6,GK,84
41.0,39.0,12.83,12.4,20.83,47.4,80.4,GK,84
89.5,75.8,65.5,80.0,73.67,80.0,11.4,RB,84
67.5,82.4,75.5,66.4,81.0,71.8,9.6,CM,84
88.5,82.8,78.33,46.6,71.5,70.4,9.8,RM,84
84.5,84.0,77.33,47.8,82.0,72.0,10.2,RM,84
70.0,71.8,79.33,68.6,66.83,84.2,9.2,ST,84
88.5,84.4,74.33,47.4,80.17,61.8,11.8,RW,84
56.5,45.6,15.5,17.6,32.17,54.2,82.2,GK,84
66.0,81.8,72.67,66.6,84.5,70.2,9.0,CDM,84
73.5,82.0,78.33,40.6,85.33,66.4,12.2,CAM,84
64.5,80.6,85.5,42.0,77.67,69.2,8.6,ST,84
47.5,42.2,15.5,14.6,26.0,56.4,82.0,GK,84
67.5,78.6,83.0,46.0,69.67,79.2,8.6,RS,84
59.5,48.4,19.33,15.4,32.5,52.0,81.8,GK,84
53.5,64.2,40.5,84.8,56.5,74.0,7.2,CB,84
90.0,89.0,76.0,38.4,80.17,66.6,9.2,LS,84
69.0,65.0,39.5,85.6,52.17,74.2,3.2,CB,84
83.0,86.0,76.33,24.8,82.83,67.4,11.2,RM,84
92.5,86.0,76.83,36.8,75.33,61.4,9.8,RW,83
86.0,88.0,78.83,40.2,69.17,76.8,9.6,ST,83
87.5,82.6,78.17,39.2,82.5,72.6,13.0,RW,83
81.0,68.6,82.33,38.4,60.0,74.2,15.6,ST,83
76.5,70.8,41.17,81.6,59.67,81.2,10.6,CB,83
69.0,87.4,71.0,61.6,73.83,70.0,11.8,CM,83
70.5,78.0,74.83,76.4,76.0,81.8,10.8,CM,83
85.0,84.8,75.5,59.4,82.17,71.2,12.0,LM,83
94.0,84.6,75.33,27.2,75.0,64.6,4.2,LM,83
76.5,77.2,80.83,58.8,82.0,69.4,11.8,CAM,83
93.0,82.0,77.83,38.2,63.33,71.4,10.0,RW,83
73.5,79.2,74.17,76.6,75.0,78.6,10.4,CM,83
81.5,78.6,72.0,77.0,78.5,76.6,11.2,CM,83
75.0,82.2,74.67,53.8,85.83,67.4,10.2,RAM,83
81.5,82.6,71.0,46.4,80.67,71.0,10.0,RW,83
88.0,83.4,76.83,38.8,76.0,67.4,9.8,LM,83
78.5,76.0,79.33,49.0,63.33,69.0,11.2,LS,83
63.5,61.0,41.83,82.2,49.67,84.2,10.0,CB,83
33.5,37.0,17.83,18.2,32.0,48.0,80.8,GK,83
66.5,78.6,72.83,69.2,79.0,72.2,10.0,CM,83
91.0,85.0,79.67,44.4,70.17,67.4,10.0,ST,83
48.5,49.4,23.67,17.4,38.17,57.2,83.2,GK,83
58.0,61.4,33.5,84.4,46.5,76.0,13.2,CB,83
80.0,85.0,75.83,32.2,82.67,56.4,11.2,RW,83
77.5,83.0,78.67,55.6,80.67,68.2,10.0,CM,83
91.0,85.8,72.0,54.8,75.33,62.4,8.6,LM,83
92.0,85.8,76.17,45.0,73.83,72.6,10.8,RM,83
74.5,68.0,39.0,81.8,59.33,77.8,10.2,CB,83
48.0,40.6,17.0,15.0,28.0,44.6,82.8,GK,83
77.5,82.0,66.0,79.6,70.83,81.6,8.8,CM,83
60.0,57.2,50.5,84.8,59.67,78.0,10.6,CB,83
78.5,76.8,61.67,78.8,77.67,69.0,13.2,RB,83
89.5,81.0,79.0,47.2,72.0,73.0,9.2,ST,83
77.5,85.0,68.33,59.4,78.33,69.8,10.6,CM,83
51.0,46.0,18.0,15.0,25.83,57.2,80.6,GK,83
49.0,41.0,14.67,16.8,22.17,53.0,80.2,GK,83
81.0,84.2,77.83,53.2,76.5,71.8,8.4,RM,83
72.5,73.6,73.67,80.4,80.33,77.6,10.0,LB,83
52.5,37.4,16.5,14.8,32.33,56.6,81.4,GK,83
51.0,54.6,30.67,83.4,39.17,80.6,9.4,CB,83
65.5,75.0,72.83,77.0,78.17,76.8,8.6,CDM,83
51.5,58.2,83.83,48.4,51.17,75.2,10.4,ST,83
73.5,81.8,73.83,52.8,79.5,59.2,12.2,CM,83
64.5,70.2,61.0,81.4,65.0,81.8,10.4,CB,83
82.0,83.8,76.33,46.2,76.0,74.0,11.4,CAM,83
42.5,39.4,14.5,14.0,22.67,56.0,77.0,GK,83
65.5,85.6,76.67,37.8,83.67,63.0,9.2,RM,83
55.0,42.0,16.5,19.0,25.67,56.8,82.0,GK,83
55.0,47.6,20.5,14.2,27.17,61.2,81.4,GK,83
51.0,46.6,15.83,14.2,27.83,56.2,81.4,GK,83
51.0,63.6,57.0,86.2,62.83,82.6,9.0,CDM,83
66.5,71.6,63.67,84.0,65.67,80.2,8.8,RB,83
67.0,79.0,65.17,80.2,71.33,79.0,7.4,DM,83
55.0,76.4,75.0,61.0,85.67,63.4,10.8,CM,83
78.0,85.6,75.67,31.2,80.83,57.6,9.4,LM,83
43.0,38.0,16.0,14.2,24.5,49.8,81.4,GK,83
65.0,71.4,67.83,84.0,70.33,80.6,9.8,DM,83
56.5,45.0,16.83,20.2,23.17,55.0,81.8,GK,83
36.0,35.0,17.5,12.6,17.5,37.0,78.8,GK,82
67.0,66.0,53.33,81.4,61.67,79.4,11.2,CB,82
68.0,75.8,65.0,76.0,71.33,74.2,9.8,CM,82
69.0,82.2,71.83,68.8,74.17,76.0,11.0,CM,82
50.0,46.4,16.67,17.6,24.33,55.2,80.8,GK,82
41.5,37.4,14.17,16.8,23.67,55.2,80.2,GK,82
94.5,87.4,71.5,46.0,72.5,69.0,8.6,RM,82
89.5,82.0,75.0,39.6,74.0,71.0,10.0,LM,82
77.5,82.8,63.33,77.0,75.0,73.2,7.8,CM,82
84.5,85.2,77.17,29.8,79.17,65.4,10.6,RW,82
48.5,41.0,20.0,16.2,34.83,52.6,81.2,GK,82
82.0,72.2,46.67,81.8,60.5,80.6,9.8,LB,82
72.5,67.4,38.33,81.6,49.17,77.2,9.6,CB,82
75.0,83.6,84.0,34.2,71.0,73.0,11.6,CM,82
83.5,77.4,56.17,76.4,68.0,73.0,10.0,LB,82
81.0,82.4,72.33,30.6,73.67,63.2,11.0,LM,82
61.5,63.8,38.17,84.2,47.33,73.8,6.0,CB,82
85.5,82.2,71.0,41.2,78.67,57.4,13.2,RM,82
91.0,80.2,65.0,75.6,77.33,75.6,11.6,RB,82
66.0,65.0,38.83,83.0,45.83,78.8,10.4,CB,82
74.5,72.2,62.67,78.0,69.17,80.6,9.8,CDM,82
78.0,83.6,71.67,71.6,75.0,77.2,12.8,CM,82
90.0,78.2,80.83,55.4,61.0,80.6,12.4,ST,82
78.5,76.6,79.67,45.0,55.5,81.6,10.6,LS,82
83.0,84.2,76.5,55.2,73.83,72.0,10.8,CAM,82
89.5,85.0,77.5,45.8,72.33,67.2,12.8,RM,82
72.5,63.8,40.83,81.8,60.5,75.0,11.8,CB,82
85.0,81.2,79.83,76.6,76.17,77.8,9.6,RB,82
46.0,67.0,50.17,82.2,56.17,78.8,12.4,CB,82
77.5,69.8,75.83,78.0,73.33,80.0,10.2,RM,82
62.0,62.0,47.83,83.4,59.0,73.2,12.0,CB,82
72.5,77.4,69.5,80.6,70.17,85.4,10.6,CM,82
70.5,82.0,75.67,66.6,75.17,66.0,10.4,CAM,82
81.0,74.0,77.83,36.2,66.33,72.4,4.4,ST,82
52.0,44.0,18.5,15.6,29.5,52.8,79.8,GK,82
88.0,79.0,79.33,38.4,70.0,77.2,9.0,ST,82
75.5,81.6,73.83,52.6,81.33,58.0,11.6,CM,82
90.5,84.8,71.33,29.8,67.67,72.4,12.2,LS,82
74.5,82.0,74.5,32.8,84.17,59.0,8.6,CF,82
81.0,85.6,73.0,58.6,79.5,74.0,12.8,LF,82
73.5,75.0,56.5,81.6,66.33,76.6,11.6,CB,82
55.0,52.6,45.83,82.8,44.5,77.2,14.6,CB,82
82.0,75.2,61.0,80.6,67.67,79.8,12.8,RB,82
57.0,63.2,43.0,82.0,61.17,78.2,9.2,CB,82
77.0,75.6,70.83,82.2,73.17,85.0,12.0,CM,82
69.0,85.8,75.5,57.8,81.0,68.4,9.8,CM,82
61.5,67.0,55.17,81.4,59.33,76.8,10.2,CB,82
69.0,78.6,76.33,57.0,80.83,64.0,10.2,CAM,82
76.5,82.4,75.33,43.2,74.0,63.2,10.4,RW,82
76.0,80.8,77.33,71.2,80.67,73.8,12.0,CM,82
49.0,43.0,14.5,15.0,25.17,55.4,80.0,GK,82
49.5,60.2,65.17,80.0,67.83,85.0,13.6,CDM,82
83.5,85.6,76.5,48.0,77.67,70.0,9.8,RM,82
66.5,78.2,77.83,66.0,75.67,75.2,8.0,CAM,82
75.5,76.8,64.67,78.0,83.0,73.8,10.8,RB,82
56.5,74.8,79.83,56.8,84.83,72.6,11.6,CAM,82
84.0,87.4,78.5,28.0,82.0,62.0,4.2,CF,82
81.0,76.6,79.33,49.6,76.67,78.8,12.8,LS,82
81.5,83.4,74.17,42.8,79.67,66.6,8.0,CAM,82
66.5,74.6,71.0,75.4,81.0,79.4,9.8,CM,82
68.5,74.8,74.33,79.0,72.17,80.0,8.8,DM,82
53.5,66.6,57.17,80.2,60.83,81.4,12.8,CDM,82
59.5,61.4,49.5,80.6,52.0,82.2,4.2,CB,82
57.0,63.6,48.33,80.8,66.5,81.2,11.2,CB,82
76.5,82.2,73.83,72.4,75.17,76.6,10.8,CAM,82
46.5,69.4,81.67,45.2,68.67,77.6,9.8,ST,82
68.0,62.6,43.17,82.8,52.67,80.0,12.2,CB,82
73.5,83.0,69.17,70.2,80.5,72.6,9.6,CM,82
35.0,59.4,60.33,81.8,65.83,76.2,12.0,CB,82
50.5,43.0,14.17,13.8,23.5,52.8,80.0,GK,82
31.5,36.2,16.67,14.4,29.17,47.0,81.4,GK,82
65.0,66.0,43.33,82.2,54.0,75.2,10.2,CB,82
41.0,41.0,17.17,14.2,24.0,47.2,80.4,GK,82
65.0,79.6,67.0,73.6,78.17,73.0,10.4,CDM,82
78.0,83.6,72.83,76.8,79.5,73.4,7.6,RB,82
65.0,69.6,82.0,53.2,61.0,80.2,11.4,ST,82
36.5,38.2,16.17,15.8,28.67,45.0,78.4,GK,82
58.0,46.6,17.83,19.0,26.5,56.6,77.0,GK,82
82.0,84.2,72.83,28.0,73.83,55.4,9.6,CAM,81
92.0,83.6,76.17,33.6,74.17,70.8,12.0,LM,81
79.0,71.6,42.0,80.0,56.67,77.8,9.4,CB,81
75.0,83.8,57.83,70.8,77.33,73.4,9.8,DM,81
91.5,82.2,56.0,74.0,60.83,77.0,12.8,RB,81
68.5,78.6,70.83,68.6,74.5,68.6,10.8,CAM,81
68.0,76.4,74.67,73.4,74.5,66.2,12.0,LM,81
70.0,82.2,66.0,65.6,76.0,69.0,12.6,CM,81
93.5,81.6,74.17,42.8,71.33,71.0,11.8,LS,81
72.5,81.4,68.33,68.2,81.17,72.6,11.6,DM,81
84.5,83.6,75.67,39.8,76.33,63.2,9.6,RM,81
69.5,77.8,72.17,74.0,78.5,75.0,10.0,DM,81
93.0,75.2,74.67,42.4,66.67,76.6,13.2,LW,81
84.5,85.2,76.83,54.0,72.83,60.4,11.2,RM,81
68.0,68.8,30.0,82.4,52.33,72.8,8.8,CB,81
71.0,79.4,70.67,63.2,76.67,70.6,9.0,CAM,81
43.5,36.2,16.67,17.0,23.5,41.8,79.4,GK,81
83.0,80.0,69.83,67.8,77.5,62.2,10.0,CM,81
84.0,83.0,64.0,75.0,77.83,71.0,10.0,LB,81
75.0,84.8,72.5,70.0,81.5,65.6,9.0,LM,81
66.5,72.2,71.17,77.0,63.83,79.6,13.6,DM,81
90.5,82.6,75.83,30.4,59.83,74.4,12.0,LS,81
74.0,78.0,78.67,35.8,63.0,70.0,9.0,LS,81
77.5,79.0,79.17,42.2,75.33,74.6,13.8,LW,81
75.0,74.2,58.0,78.2,71.17,75.4,9.0,LB,81
71.0,62.4,35.0,81.8,63.83,75.8,13.2,CB,81
71.5,71.6,81.83,43.0,64.67,70.4,12.4,CF,81
52.0,71.4,50.67,75.0,65.17,73.8,8.8,CDM,81
80.5,73.8,57.83,77.4,70.67,78.0,11.6,RB,81
81.5,84.6,78.0,38.2,78.67,67.0,7.4,RW,81
90.5,83.0,73.17,36.0,69.33,70.4,10.0,RM,81
79.0,75.8,80.0,53.0,60.17,82.4,9.0,RS,81
76.5,74.4,66.67,77.2,75.33,75.6,9.6,LB,81
42.0,34.6,13.17,14.8,21.83,47.4,79.8,GK,81
68.5,75.2,81.67,43.0,79.5,61.8,10.4,CAM,81
77.5,79.8,79.5,43.4,77.0,81.2,8.6,ST,81
81.0,82.0,79.0,40.0,64.33,69.0,10.6,ST,81
68.5,82.2,71.17,40.0,80.83,66.6,12.2,LAM,81
70.5,79.6,73.0,68.8,79.5,73.4,11.0,DM,81
87.0,86.0,73.83,48.2,81.67,60.0,10.6,RW,81
54.5,59.2,40.83,81.2,49.0,77.6,11.6,CB,81
71.0,76.8,54.83,79.0,59.83,84.6,8.4,CB,81
80.5,85.0,76.17,46.4,82.0,68.6,11.8,CAM,81
83.0,86.8,72.0,47.0,74.33,63.0,10.0,RM,81
53.0,44.4,19.33,15.6,26.5,51.4,78.4,GK,81
74.0,64.4,57.33,80.2,66.83,74.4,9.6,CB,81
88.0,81.6,77.17,59.6,74.0,77.0,9.6,RW,81
67.5,58.4,46.67,81.2,49.67,76.8,14.2,CB,81
80.5,74.2,83.0,47.2,76.67,81.0,9.2,CM,81
67.0,85.0,70.17,53.0,72.83,59.8,10.0,CAM,81
81.0,84.2,71.33,34.2,77.17,62.4,10.2,CAM,81
86.5,74.0,80.33,36.0,69.5,71.2,13.2,ST,81
70.5,78.6,82.17,58.8,76.83,75.4,10.6,CF,81
77.0,68.0,40.67,81.2,55.0,74.6,11.4,CB,81
81.0,83.4,73.0,40.8,74.83,65.8,8.2,LW,81
52.0,65.2,48.5,82.0,56.83,75.8,9.2,CB,81
60.5,57.6,50.5,80.8,61.0,74.0,10.8,CB,81
80.0,84.0,74.67,36.0,79.5,57.2,9.6,LM,81
63.0,77.2,76.33,42.2,85.5,58.6,12.8,RM,81
66.0,77.4,78.17,71.2,77.5,77.4,10.8,CM,81
78.5,72.2,69.0,79.8,70.83,79.4,11.4,RB,81
77.5,78.6,79.83,59.8,76.0,65.8,9.2,RM,81
75.0,76.6,74.17,71.0,81.33,70.8,11.2,RB,81
75.0,79.4,78.0,51.0,80.0,74.2,11.4,RM,81
79.0,81.2,78.33,34.8,76.5,69.2,10.6,RW,81
66.5,75.2,74.5,68.2,78.83,66.4,11.2,CM,81
83.5,78.6,67.17,76.4,73.17,77.8,10.2,RM,81
62.5,79.2,75.0,70.0,80.33,75.6,13.8,CM,81
53.5,81.6,70.17,64.6,82.0,67.4,6.8,CAM,81
70.0,76.8,85.83,33.0,74.67,67.2,5.2,RS,81
69.5,70.4,80.67,41.8,62.33,71.8,11.2,ST,81
79.5,80.6,75.0,65.2,78.17,73.2,12.2,LM,81
72.0,73.6,71.83,74.0,70.5,78.2,10.8,CM,81
75.5,83.8,76.5,37.4,80.0,63.2,8.0,LM,81
62.5,76.2,74.17,75.6,81.0,78.4,1.0,CM,81
71.0,59.2,66.17,82.8,74.0,76.0,10.2,CB,81
67.0,78.4,75.67,43.0,83.0,56.8,10.0,LS,81
81.5,78.2,67.0,41.0,70.83,64.6,9.4,CAM,80
80.0,83.0,66.33,68.0,72.83,76.8,9.2,CM,80
79.0,81.2,67.33,62.2,75.17,70.4,9.6,LM,80
76.0,77.2,73.33,61.0,79.5,65.4,10.2,RM,80
81.0,76.0,56.67,78.0,65.0,69.2,10.4,RB,80
79.0,79.8,56.5,74.8,73.5,75.8,12.0,LB,80
68.5,77.0,61.17,75.2,70.33,75.2,11.0,CDM,80
73.5,78.0,71.0,37.0,75.5,59.4,10.0,CAM,80
60.5,52.8,39.17,80.4,44.83,77.8,12.2,CB,80
87.5,64.0,78.33,44.0,56.5,82.8,11.2,RS,80
73.0,72.4,65.67,82.2,62.83,83.2,10.8,DM,80
63.0,52.6,16.83,15.8,30.5,54.4,80.4,GK,80
73.5,80.4,72.33,63.8,78.5,71.0,11.2,CM,80
77.0,82.6,74.83,74.4,80.67,83.4,12.4,LB,80
84.5,76.0,78.67,48.4,64.17,81.2,11.0,ST,80
51.5,60.8,52.83,80.6,53.17,81.6,10.2,CB,80
67.0,63.8,34.83,82.6,38.5,74.4,8.6,CB,80
71.5,74.6,68.0,75.4,72.67,75.2,4.0,LM,80
68.0,69.6,50.0,77.6,61.5,78.8,12.2,CM,80
72.5,83.6,66.83,62.8,71.67,70.2,10.6,CM,80
92.0,80.8,72.5,32.6,68.17,69.8,11.2,RM,80
51.0,42.6,18.0,15.6,27.33,53.4,78.6,GK,80
40.0,40.2,18.17,16.2,26.33,51.6,77.0,GK,80
79.0,78.8,75.5,54.2,66.0,72.0,10.8,LS,80
67.0,80.2,71.5,56.0,80.0,71.8,13.6,CM,80
86.5,80.4,61.0,71.2,73.17,67.6,10.6,LB,80
65.0,73.2,68.0,71.4,75.67,75.8,9.8,DM,80
85.5,76.2,53.0,76.8,64.33,79.0,12.6,LB,80
75.5,76.8,73.5,73.2,78.17,75.4,11.2,DM,80
45.0,43.4,17.0,16.4,24.67,54.6,77.2,GK,80
71.0,80.8,77.0,57.6,84.33,62.2,10.0,CAM,80
62.0,63.4,58.33,81.6,61.17,72.0,9.2,RWB,80
72.0,77.6,70.17,70.4,80.17,72.4,9.6,CM,80
67.5,70.6,60.0,77.2,65.83,79.6,12.0,DM,80
84.0,77.4,57.0,76.4,69.67,74.8,9.8,LB,80
56.5,54.8,49.67,80.2,53.67,73.8,11.4,CB,80
72.0,70.8,79.33,48.6,52.5,78.2,8.0,RS,80
90.0,87.2,68.17,39.2,73.33,55.0,10.4,LM,80
82.5,86.6,68.83,44.0,74.5,63.0,11.4,LM,80
82.5,76.6,73.0,62.0,72.0,74.0,13.4,RM,80
72.5,80.4,77.0,42.2,73.33,71.6,12.4,LS,80
48.5,38.2,15.83,15.0,24.33,56.0,78.6,GK,80
92.5,78.0,52.83,74.0,65.0,69.4,12.2,RB,80
78.0,73.4,53.0,74.0,68.17,78.0,11.0,RWB,80
56.5,47.0,21.33,17.2,24.5,59.4,78.8,GK,80
36.5,46.6,52.17,81.4,57.67,68.4,12.6,CB,80
59.0,65.2,45.33,80.0,63.5,78.0,10.0,CB,80
88.5,83.8,71.5,30.2,75.33,62.0,12.8,RS,80
65.0,60.6,63.33,81.8,70.5,82.4,10.6,CDM,80
75.5,68.8,43.83,79.2,50.67,80.4,12.0,CB,80
87.0,76.8,55.17,71.0,66.5,72.4,11.6,LWB,80
75.5,76.4,62.0,76.2,73.17,74.4,9.2,LB,80
76.5,76.4,80.83,40.0,65.83,71.2,9.6,ST,80
90.5,79.2,71.33,36.8,74.0,63.4,11.2,LM,80
75.0,64.2,41.17,81.4,53.33,78.0,11.2,CB,80
87.5,82.4,75.5,30.6,67.0,68.2,9.6,ST,80
79.5,74.6,78.83,39.2,71.33,81.8,8.4,ST,80
84.5,83.0,71.83,62.8,74.5,75.4,9.8,CM,80
78.5,77.0,61.0,78.4,67.17,81.2,11.4,RB,80
62.0,63.2,48.83,81.4,60.33,73.2,10.6,CB,80
72.5,78.2,80.17,45.0,78.0,69.4,7.8,RM,80
71.0,74.4,39.67,75.6,67.17,77.6,10.8,RB,80
65.5,72.4,57.5,79.6,70.17,79.4,9.4,RB,80
68.5,78.6,79.17,50.6,76.17,73.4,10.6,CAM,80
73.0,75.4,71.17,76.0,80.33,76.0,13.2,LB,80
75.5,78.0,72.83,62.8,77.5,69.8,4.8,LM,80
78.0,71.2,68.17,77.8,68.5,75.2,10.6,RB,80
56.0,51.8,52.83,80.4,68.0,78.0,11.2,CB,80
57.5,76.8,60.0,78.2,78.17,76.4,11.0,LB,80
79.0,81.4,74.5,37.8,77.0,60.0,9.0,CAM,80
77.5,83.4,74.33,40.2,77.83,57.8,10.8,RW,80
55.0,68.0,77.17,51.0,67.33,75.4,10.6,ST,80
51.5,44.6,21.0,20.4,35.17,51.4,80.2,GK,80
79.0,86.4,68.83,47.0,74.17,65.2,9.0,CAM,80
74.5,80.0,69.67,40.4,83.33,67.6,8.6,RW,80
67.0,79.0,69.67,74.4,79.5,69.2,11.2,CDM,80
48.5,38.6,14.83,14.4,20.33,57.0,79.0,GK,80
57.5,71.4,64.67,78.8,65.33,82.8,11.8,CDM,80
74.0,78.2,78.17,39.4,81.5,65.4,12.4,CAM,80
59.0,70.2,59.0,80.4,66.83,80.0,11.0,CDM,80
70.0,69.8,48.83,81.6,58.83,75.8,9.2,CB,80
69.5,73.0,78.33,51.8,66.5,80.0,12.6,ST,80
